fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
11.6;0.41;0.54;1.5;0.095;22.0;41.0;0.99735;3.02;0.76;9.9;7
7.6;0.49;0.33;1.9;0.074;27.0;85.0;0.99706;3.41;0.58;9.0;5
7.6;0.39;0.31;2.3;0.082;23.0;71.0;0.9982;3.52;0.65;9.7;5
11.5;0.18;0.51;4.0;0.104;4.0;23.0;0.9996;3.28;0.97;10.1;6
8.624649784976036;0.4554575250861292;0.4366199713301381;2.0772876254306456;0.0729806258959331;7.396125179186637;16.396125179186637;0.9937207958432462;3.2060387482081336;0.7018837553755991;12.737675107511985;8
10.302468770732691;0.3028202149085396;0.6051234385366345;2.63078710548762;0.0777438280731682;6.0;20.38425789024759;0.997048649428964;3.073854197469429;0.8917978509146034;11.164159167377464;8
7.1;0.35;0.29;2.5;0.096;20.0;53.0;0.9962;3.42;0.65;11.0;6
6.8;0.63;0.07;2.1;0.089;11.0;44.0;0.9953;3.47;0.55;10.4;6
7.2;0.48;0.07;5.5;0.089;10.0;18.0;0.99684;3.37;0.68;11.2;7
7.3;0.35;0.24;2.0;0.067;28.0;48.0;0.99576;3.43;0.54;10.0;4
10.317484862217349;0.6133452082884859;0.4795183473627439;2.093309583423028;0.1972792305920314;5.022301388589907;15.910794445640374;0.9993241752787942;3.168697541550064;0.63;8.434567152314356;3
8.3;1.02;0.02;3.4;0.084;6.0;11.0;0.99892;3.48;0.49;11.0;3
12.5;0.56;0.49;2.4;0.064;5.0;27.0;0.9999;3.08;0.87;10.9;5
8.0;0.6;0.22;2.1;0.08;25.0;105.0;0.99613;3.3;0.49;9.9;5
11.9;0.57;0.5;2.6;0.082;6.0;32.0;1.0006;3.12;0.78;10.7;6
7.5;0.685;0.07;2.5;0.058;5.0;9.0;0.99632;3.38;0.55;10.9;4
7.8;0.57;0.09;2.3;0.065;34.0;45.0;0.99417;3.46;0.74;12.7;8
7.0;0.69;0.08;1.8;0.097;22.0;89.0;0.9959;3.34;0.54;9.2;6
8.9;0.875;0.13;3.45;0.088;4.0;14.0;0.9994;3.44;0.52;11.5;5
9.3;0.41;0.39;2.2;0.064;12.0;31.0;0.9984;3.26;0.65;10.2;5
9.92773808498187;0.905332670191322;0.2180859787220208;3.218167978591973;0.1026074734025259;12.53121702238338;89.15813510866572;1.000636335957184;3.404160712747281;0.6859365106715014;11.089457659422283;4
10.094865868631244;0.3267256103319709;0.5439646338008175;2.693097558672116;0.0746548779336058;5.465487793360581;16.46548779336058;0.9968276097653116;3.15;0.7756817042073569;11.325841455352409;8
7.207330463066467;0.3304712440542728;0.3303141627028486;1.7005236045047476;0.0610366523153323;3.015708135142429;12.994763954952523;0.99599560172216;3.2306283254056973;1.0978532215305348;10.00890127658071;8
8.6;0.47;0.47;2.4;0.074;7.0;29.0;0.9979;3.08;0.46;9.5;5
7.2;0.62;0.06;2.7;0.077;15.0;85.0;0.99746;3.51;0.54;9.5;5
8.8;0.64;0.17;2.9;0.084;25.0;130.0;0.99818;3.23;0.54;9.6;5
8.9;0.48;0.53;4.0;0.101;3.0;10.0;0.99586;3.21;0.59;12.1;7
7.7;0.67;0.23;2.1;0.088;17.0;96.0;0.9962;3.32;0.48;9.5;5
6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.99689;3.59;0.66;9.8;5
7.3;0.98;0.05;2.1;0.061;20.0;49.0;0.99705;3.31;0.55;9.7;3
8.1;0.56;0.28;1.7;0.368;16.0;56.0;0.9968;3.11;1.28;9.3;5
8.5;0.37;0.2;2.8;0.09;18.0;58.0;0.998;3.34;0.7;9.6;6
7.2;0.41;0.3;2.1;0.083;35.0;72.0;0.997;3.44;0.52;9.4;5
6.9;0.36;0.25;2.4;0.098;5.0;16.0;0.9964;3.41;0.6;10.1;6
7.118774090103899;0.619425293030417;0.1765134114747779;2.166283528686945;0.0798505761879084;9.988505860608342;71.62835286869446;0.996024827736003;3.436015299191387;0.5798850586060834;10.514942381209156;4
7.4;0.55;0.19;1.8;0.082;15.0;34.0;0.99655;3.49;0.68;10.5;5
8.7;0.765;0.22;2.3;0.064;9.0;42.0;0.9963;3.1;0.55;9.4;5
7.476667549508672;1.4061012448072283;0.0123332450491327;2.9879936435375574;0.1234334304459539;4.506670198034691;10.233324504913274;0.9955789274712624;3.4753335099017346;0.4295997881179186;10.72733456931214;3
8.0;0.28;0.44;1.8;0.081;28.0;68.0;0.99501;3.36;0.66;11.2;5
8.9;0.31;0.57;2.0;0.111;26.0;85.0;0.9971;3.26;0.53;9.7;5
8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.2;0.52;9.4;5
8.300527522532926;0.3811888828831277;0.4059444144156383;1.8;0.0724108337837654;11.70277927921808;19.762223423374465;0.9944177804909936;3.2241083378376545;0.6947027792792181;11.982694279286012;8
10.0;0.26;0.54;1.9;0.083;42.0;74.0;0.99451;2.98;0.63;11.8;8
13.0;0.32;0.65;2.6;0.093;15.0;47.0;0.9996;3.05;0.61;10.6;5
7.5;0.4;0.18;1.6;0.079;24.0;58.0;0.9965;3.34;0.58;9.4;5
10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;7
7.450569742560501;0.7514878501292988;0.0007804777490447;1.889593630012737;0.0838959363001273;6.0;12.026015924968158;0.9966747322905556;3.3483250959898103;0.4933820702458604;9.710406369987265;4
13.4;0.27;0.62;2.6;0.082;6.0;21.0;1.0002;3.16;0.67;9.7;6
9.9;0.59;0.07;3.4;0.102;32.0;71.0;1.00015;3.31;0.71;9.8;5
7.6;0.54;0.13;2.5;0.097;24.0;66.0;0.99785;3.39;0.61;9.4;5
6.8;0.63;0.12;3.8;0.099;16.0;126.0;0.9969;3.28;0.61;9.5;5
10.3;0.44;0.5;4.5;0.107;5.0;13.0;0.998;3.28;0.83;11.5;5
10.227488108337091;0.3647659966144658;0.5211404020313205;2.363744054168547;0.0702953199322893;5.590639864578632;16.0;0.9964380745746936;3.1677191959373587;0.6618127972915726;11.442979898433974;8
8.9;0.62;0.18;3.8;0.176;52.0;145.0;0.9986;3.16;0.88;9.2;5
7.5;0.755;0.0;1.9;0.084;6.0;12.0;0.99672;3.34;0.49;9.7;4
7.6;0.41;0.24;1.8;0.08;4.0;11.0;0.9962;3.28;0.59;9.5;5
8.6;0.635;0.68;1.8;0.403;19.0;56.0;0.99632;3.02;1.15;9.3;5
6.9;1.09;0.06;2.1;0.061;12.0;31.0;0.9948;3.51;0.43;11.4;4
9.679856678503285;0.2763628808764988;0.5037170902303724;1.8928857039667395;0.0802254245470284;41.00399855534355;74.92485848432385;0.994246059617166;3.0169943393729537;0.6435171624631947;11.956514512731728;8
6.872333196030394;0.8095457938587383;0.0329249897022795;3.48024866129634;0.0797233319603039;4.707501029772046;12.861665980151969;0.996896132619358;3.485375051488602;0.5826083710916417;10.057708247518995;3
9.2;0.43;0.49;2.4;0.086;23.0;116.0;0.9976;3.23;0.64;9.5;5
9.198413596601627;0.3671954677994576;0.5196827193203255;2.1280453220054243;0.0739524078980488;6.671954677994576;16.328045322005423;0.9952039206731697;3.1903172806796745;0.7654504240612475;12.23756374239566;8
12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.13;0.63;10.4;5
6.2;0.56;0.09;1.7;0.053;24.0;32.0;0.99402;3.54;0.6;11.3;5
9.1;0.3;0.34;2.0;0.064;12.0;25.0;0.99516;3.26;0.84;11.7;7
11.520310415247904;0.5874129846281019;0.6486951984421446;2.198146753842974;0.0737590779995866;10.185324615702548;47.03706492314051;1.0007305032691114;3.2511119476942154;0.5696293507685949;9.012972723099178;3
6.7;0.58;0.08;1.8;0.097;15.0;65.0;0.9959;3.28;0.54;9.2;5
12.7;0.6;0.49;2.8;0.075;5.0;19.0;0.9994;3.14;0.57;11.4;5
7.4;1.185;0.0;4.25;0.097;5.0;14.0;0.9966;3.63;0.54;10.7;3
13.7;0.415;0.68;2.9;0.085;17.0;43.0;1.0014;3.06;0.8;10.0;6
10.0;0.31;0.47;2.6;0.085;14.0;33.0;0.99965;3.36;0.8;10.5;7
6.9;0.4;0.24;2.5;0.083;30.0;45.0;0.9959;3.26;0.58;10.0;5
9.9;0.57;0.25;2.0;0.104;12.0;89.0;0.9963;3.04;0.9;10.1;5
7.087927131379847;0.5428833093463333;0.2101191532281456;1.9289118663661304;0.0828673559909839;8.710881336338698;23.0;0.9959005957661408;3.3712072868620155;0.435782373273226;9.18733136523912;4
10.9;0.39;0.47;1.8;0.118;6.0;14.0;0.9982;3.3;0.75;9.8;6
7.1;0.735;0.16;1.9;0.1;15.0;77.0;0.9966;3.27;0.64;9.3;5
7.563845516552467;0.418984385958888;0.3131076413241973;2.0293837231734533;0.0746553820662098;14.0507807020556;21.706162768265468;0.993587048499087;3.2268923586758027;0.7065538206620986;11.957074756278386;8
8.2;0.33;0.39;2.5;0.074;29.0;48.0;0.99528;3.32;0.88;12.4;7
9.4;0.27;0.53;2.4;0.074;6.0;18.0;0.9962;3.2;1.13;12.0;7
7.2;0.41;0.3;2.1;0.083;35.0;72.0;0.997;3.44;0.52;9.4;5
10.066986911504792;0.3697816590154752;0.5181310045907148;2.283493455752396;0.0703956331803095;5.7912663606190105;16.0;0.9961792663948016;3.1737379908185703;0.6658253272123802;11.593449770464256;8
8.1;0.38;0.28;2.1;0.066;13.0;30.0;0.9968;3.23;0.73;9.7;7
7.1;0.48;0.28;2.8;0.068;6.0;16.0;0.99682;3.24;0.53;10.3;5
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;5
8.2;0.73;0.21;1.7;0.074;5.0;13.0;0.9968;3.2;0.52;9.5;5
10.112100191253086;0.368371869023341;0.5189768785859954;2.306050095626543;0.0703674373804668;5.734874760933643;16.0;0.9962520115583956;3.172046242828009;0.6646974952186728;11.551156070700232;8
7.2;0.655;0.03;1.8;0.078;7.0;12.0;0.99587;3.34;0.39;9.5;5
6.6;0.61;0.01;1.9;0.08;8.0;25.0;0.99746;3.69;0.73;10.5;5
8.4;0.29;0.4;1.7;0.067;8.0;20.0;0.99603;3.39;0.6;10.5;5
8.3;0.26;0.42;2.0;0.08;11.0;27.0;0.9974;3.21;0.8;9.4;6
5.3;0.57;0.01;1.7;0.054;5.0;27.0;0.9934;3.57;0.84;12.5;7
8.4;0.67;0.19;2.2;0.093;11.0;75.0;0.99736;3.2;0.59;9.2;4
6.6;0.7;0.08;2.6;0.106;14.0;27.0;0.99665;3.44;0.58;10.2;5
8.4;0.59;0.29;2.6;0.109;31.0;119.0;0.99801;3.15;0.5;9.1;5
7.7;0.27;0.68;3.5;0.358;5.0;10.0;0.9972;3.25;1.08;9.9;7
8.6;0.22;0.36;1.9;0.064;53.0;77.0;0.99604;3.47;0.87;11.0;7
7.562356699944582;1.5056544823905496;0.0;2.504665475595744;0.1294713399889164;5.0;9.941082501385448;0.99510631836051;3.5244681450360216;0.4263503100387926;10.862356699944582;3
10.4;0.24;0.46;1.8;0.075;6.0;21.0;0.9976;3.25;1.02;10.8;7
8.3;0.705;0.12;2.6;0.092;12.0;28.0;0.9994;3.51;0.72;10.0;5
7.401867920391129;0.9678415707920266;0.064458672571644;2.1;0.0655676261078603;19.50709070778486;47.9155995571267;0.9971272224557804;3.305070907077849;0.5526288495584808;9.657281194674688;3
10.5;0.42;0.66;2.95;0.116;12.0;29.0;0.997;3.24;0.75;11.7;7
7.397968436032019;0.6466278997491757;0.2268136850171087;1.9766105286203104;0.0842983158586093;8.233894713796893;23.0;0.9959840684250856;3.340203156396798;0.4453221057240621;9.413900010946476;4
9.4;0.395;0.46;4.6;0.094;3.0;10.0;0.99639;3.27;0.64;12.2;7
8.2;0.33;0.32;2.8;0.067;4.0;12.0;0.99473;3.3;0.76;12.8;7
6.6;0.5;0.01;1.5;0.06;17.0;26.0;0.9952;3.4;0.58;9.8;6
6.9;0.56;0.03;1.5;0.086;36.0;46.0;0.99522;3.53;0.57;10.6;5
10.2;0.23;0.37;2.2;0.057;14.0;36.0;0.99614;3.23;0.49;9.3;4
7.5;0.4;0.12;3.0;0.092;29.0;53.0;0.9967;3.37;0.7;10.3;6
8.3;1.02;0.02;3.4;0.084;6.0;11.0;0.99892;3.48;0.49;11.0;3
8.2;0.31;0.4;2.2;0.058;6.0;10.0;0.99536;3.31;0.68;11.2;7
7.0;0.56;0.13;1.6;0.077;25.0;42.0;0.99629;3.34;0.59;9.2;5
6.2;0.45;0.2;1.6;0.069;3.0;15.0;0.9958;3.41;0.56;9.2;5
7.4;0.63;0.07;2.4;0.09;11.0;37.0;0.9979;3.43;0.76;9.7;6
5.5;0.49;0.03;1.8;0.044;28.0;87.0;0.9908;3.5;0.82;14.0;8
6.1;0.59;0.01;2.1;0.056;5.0;13.0;0.99472;3.52;0.56;11.4;5
9.735287196079266;0.636947816375165;0.4055635086911499;2.0461043672496704;0.1780824426815325;5.179652109167766;15.281391563328937;0.9987891828288296;3.230064322575429;0.63;8.678460769210037;3
7.1;0.59;0.01;2.5;0.077;20.0;85.0;0.99746;3.55;0.59;9.8;5
9.1;0.775;0.22;2.2;0.079;12.0;48.0;0.9976;3.18;0.51;9.6;5
7.2;0.61;0.08;4.0;0.082;26.0;108.0;0.99641;3.25;0.51;9.4;5
7.333211699411172;0.3715876046172618;0.2300364901766483;2.0539690115431544;0.068203924103655;27.91697075147207;48.53969011543155;0.9959464006629452;3.4370574861248744;0.5474726323675138;9.991697075147208;4
9.2;0.31;0.36;2.2;0.079;11.0;31.0;0.99615;3.33;0.86;12.0;7
7.1;0.34;0.28;2.0;0.082;31.0;68.0;0.99694;3.45;0.48;9.4;5
10.2;0.36;0.64;2.9;0.122;10.0;41.0;0.998;3.23;0.66;12.5;6
8.4;0.65;0.6;2.1;0.112;12.0;90.0;0.9973;3.2;0.52;9.2;5
10.7;0.43;0.39;2.2;0.106;8.0;32.0;0.9986;2.89;0.5;9.6;5
7.8;0.61;0.29;1.6;0.114;9.0;29.0;0.9974;3.26;1.56;9.1;5
7.3;0.74;0.08;1.7;0.094;10.0;45.0;0.99576;3.24;0.5;9.8;5
9.315659136998107;0.3134945380803029;0.5476300067597224;2.7831318273996213;0.0797750910319949;6.112454484002525;17.0;0.9961722796698947;3.152811362100063;0.9087545515997476;11.778718138801766;8
7.1;0.43;0.42;5.5;0.071;28.0;128.0;0.9973;3.42;0.71;10.5;5
8.3;0.65;0.1;2.9;0.089;17.0;40.0;0.99803;3.29;0.55;9.5;5
7.4;0.64;0.07;1.8;0.1;8.0;23.0;0.9961;3.3;0.58;9.6;5
13.2;0.38;0.55;2.7;0.081;5.0;16.0;1.0006;2.98;0.54;9.4;5
7.171978477048224;0.7545039199661616;0.2407757109546432;2.024353574204464;0.0736680707068393;10.26939277386608;63.48707148408928;0.9957601684848206;3.43855680264723;0.4994828593635712;10.603667948747312;4
9.9;0.63;0.24;2.4;0.077;6.0;33.0;0.9974;3.09;0.57;9.4;5
5.379405142804009;0.4731167199925612;0.0806498400223162;1.8482379428783968;0.0478590354302717;25.82929257047216;78.07598056749666;0.9910170707429528;3.553061737166236;0.8007048228486414;14.0;8
12.8;0.615;0.66;5.8;0.083;7.0;42.0;1.0022;3.07;0.73;10.0;7
9.9;0.63;0.24;2.4;0.077;6.0;33.0;0.9974;3.09;0.57;9.4;5
12.5;0.28;0.54;2.3;0.082;12.0;29.0;0.9997;3.11;1.36;9.8;7
6.5;0.46;0.14;2.4;0.114;9.0;37.0;0.99732;3.66;0.65;9.8;5
10.2;0.36;0.64;2.9;0.122;10.0;41.0;0.998;3.23;0.66;12.5;6
8.2;0.39;0.38;1.5;0.058;10.0;29.0;0.9962;3.26;0.74;9.8;5
7.97220936240026;0.5457341352981451;0.1252246423091441;2.2686892068363163;0.0664089856923657;34.62621586327367;47.270032504367066;0.9941966141741893;3.42242704820358;0.731389531879987;12.629550715381711;8
6.3;1.02;0.0;2.0;0.083;17.0;24.0;0.99437;3.59;0.55;11.2;4
7.4;0.47;0.46;2.2;0.114;7.0;20.0;0.99647;3.32;0.63;10.5;5
5.6;0.605;0.05;2.4;0.073;19.0;25.0;0.99258;3.56;0.55;12.9;5
10.578148725578911;0.3453134125222658;0.5328119524866405;2.6187463499109365;0.0709373174955468;5.093731749554682;16.09373174955468;0.9971250146003562;3.15;0.6753075723797644;11.065612224688278;8
9.9;0.5;0.5;13.8;0.205;48.0;82.0;1.00242;3.16;0.75;8.8;5
8.2;0.4;0.44;2.8;0.089;11.0;43.0;0.9975;3.53;0.61;10.5;6
10.0;0.29;0.4;2.9;0.098;10.0;26.0;1.0006;3.48;0.91;9.7;5
7.630166548010373;0.5632066619204149;0.0894299786418671;1.8641332384082985;0.0755217765121106;17.0;42.88044412802766;0.996040222064014;3.345787786479239;0.4866033309602074;9.066033309602076;4
10.671341397534862;0.4716564963790671;0.4742682795069722;1.6582824818953357;0.1289456339791873;28.57317204930278;47.77388216872095;0.998880772221572;3.3506046819337234;0.7944258289290752;9.696493951848854;3
9.1;0.28;0.48;1.8;0.067;26.0;46.0;0.9967;3.32;1.04;10.6;6
8.0;0.58;0.28;3.2;0.066;21.0;114.0;0.9973;3.22;0.54;9.4;6
11.6;0.47;0.44;1.6;0.147;36.0;51.0;0.99836;3.38;0.86;9.9;4
9.6;0.6;0.5;2.3;0.079;28.0;71.0;0.9997;3.5;0.57;9.7;5
7.183173717230218;0.8850501574986515;0.0479206570692445;5.540583708642081;0.0821386228620503;3.207934293075547;13.792065706924454;0.9981382216020612;3.4055449144820145;0.5179206570692445;10.255449144820146;3
8.870409668479114;0.3847344530433418;0.4823267513769366;2.6940819336958226;0.0785877591159443;6.706120442027849;17.0;0.9949701061048936;3.1676530110506964;0.8493879557972152;12.194284309419494;8
12.3;0.5;0.49;2.2;0.089;5.0;14.0;1.0002;3.19;0.44;9.6;5
7.2;0.38;0.38;2.8;0.068;23.0;42.0;0.99356;3.34;0.72;12.9;7
